from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,double_inhibitors,nitrification_inhibitors,urease_inhibitors
Dimethenamid-P,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '349ae04f-3802-53d3-840e-a98334b3e3ba')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.0135511224216316e-06,2.8727846734238625e-06,2.669221543331826e-06,2.8376187593424026e-06
Dimethenamide,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '71525276-3417-4d4b-9af8-0baa265de4a2')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,7.800687171766185e-07,7.436308076040215e-07,6.909377477206541e-07,7.345279822755353e-07
Dimethoate,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '28f19625-5e6a-4902-8c18-4b519db19d86')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.7736540485202568e-06,1.690804622040283e-06,1.5709956142783497e-06,1.6701073903203924e-06
Diquat dibromide,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '0e0554ad-f6aa-472e-88e0-489f19bec2bb')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.7342306364298565e-06,1.6532227230027233e-06,1.536076737316082e-06,1.6329855333614468e-06
EPTC,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'fd950a9b-db9f-41c9-a8b0-d61f152f6ef2')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.6829724447452463e-05,2.5576477070974705e-05,2.3764149200577913e-05,2.526339401831682e-05
Esfenvalerate,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '59177170-590b-4d94-833a-e23d899f422e')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.0899913977245888e-07,1.992365488774632e-07,1.8511881290740378e-07,1.9679768340156202e-07
Ethoprop,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '21b5487b-4086-490b-9f98-1f5503feee7c')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.7489691092341673e-06,2.620561591262314e-06,2.434870778772513e-06,2.588483153704489e-06
Famoxadone,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b2cf7804-89b9-5028-8c6e-d26363eda17a')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,5.690172883987543e-07,5.424378345078688e-07,5.040011411857878e-07,5.357978233509927e-07
Fentin hydroxide,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4dd95929-09d1-4c60-8792-4c9b6404d168')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.7384021450416185e-07,2.6104882221559756e-07,2.4255112002140113e-07,2.5785330932595277e-07
Fipronil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b7cd268b-1b52-45f1-91fe-cd51bf59d21d')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.908934615992621e-07,3.7263437712036425e-07,3.462298154112153e-07,3.680729393590038e-07
Flonicamid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'af8667a5-c017-5f8b-a4f2-79a08080d06d')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.668814372304041e-07,3.4974398210715364e-07,3.2496141473020737e-07,3.4546274692128447e-07
Fluazinam,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'c9125373-0841-4515-9eaf-1bf9a49d51f8')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.1995608676661504e-06,2.0968168423890853e-06,1.9482381467370685e-06,2.0711495929059795e-06
Fludioxonil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9e253ace-bf5e-40f2-b9d3-104595b327e4')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.4677834769827314e-07,1.3992216177147107e-07,1.3000739388686727e-07,1.382093669475265e-07
Flumioxazin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'a1693936-2774-4f31-8e5b-c513a5870015')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,8.900343573259306e-08,8.484598258588471e-08,7.88338669022082e-08,8.380737827927783e-08
Fluopyram,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '3da3d08d-575b-513b-83c6-2f7d7143ea68')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,8.356529406228219e-07,7.966186278577902e-07,7.401708951486466e-07,7.868671757277042e-07
Flutolanil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'df260d38-1369-4524-a83a-bbd8ace56681')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,9.83619656835799e-07,9.376736480798848e-07,8.712308740795386e-07,9.261955337436903e-07
Fluxapyroxad,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'f0f42d28-0c71-58a6-a8b6-bdc524561b8b')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,7.013745744188782e-07,6.68612559026576e-07,6.212352297775715e-07,6.604280361759681e-07
"Fungicides, unspecified",,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '2b6c2cee-deb2-49f1-a552-a666a41fc14e')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.5104272936005145e-06,2.3931623389900047e-06,2.2235848481846895e-06,2.3638675080984128e-06
Glufosinate,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b7a0a14a-b0b2-4aeb-923f-5c2ec1251dd5')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,7.705636448918085e-07,7.34569728209541e-07,6.825187288678552e-07,7.255778200487839e-07
Glyphosate,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '3850d44e-8919-47bc-9c0a-51ccc4ec9d9f')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.3508400772698224e-06,2.241029625614702e-06,2.0822321322141916e-06,2.213597059576104e-06
Imidacloprid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '10507b66-45a2-4f20-ae9c-609e8b4d07c8')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.0775916052807588e-06,1.027256058418264e-06,9.544655494072265e-07,1.0146813609046692e-06
Lead II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4010918f-7fd0-4925-8fbb-8fd7a44a806c')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,-2.5188326162606245e-06,-2.4011750393332932e-06,-2.231029775252989e-06,-2.3717821245391943e-06
Maleic hydrazide,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '863ebe6d-0f48-4c32-94df-a6369f963a2e')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,7.397787612717366e-06,7.05222842013095e-06,6.552513385932122e-06,6.965901706890175e-06
Mancozeb,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4f6390e3-bca5-4d3b-aead-7d63f2534440')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.1187904824037105e-05,2.9731081815097337e-05,2.7624362111636054e-05,2.9367142018867327e-05
Mandipropamid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '12e2fffe-08cd-451c-ad46-0b0a5db3c9ba')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,5.917776206842973e-07,5.641350054187773e-07,5.241608686309099e-07,5.572293980078129e-07
Mercury II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'ed2d49f8-110d-4db4-9488-f61c349e6117')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,-7.590335258100822e-07,-7.235781942898782e-07,-6.723060458902411e-07,-7.147208340961226e-07
Metalaxil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '08f3db43-3185-4d9d-846a-404e27928eaf')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.6825124475872144e-06,1.6039203504167918e-06,1.49026788980267e-06,1.5842866738109363e-06
Metam-sodium,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '00acb9f0-1640-4f8c-89ef-d857e1428be0')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.000929284724406898,0.0008858767630189686,0.0008231042731682001,0.0008750326971816365
Metolachlor,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'd2885a24-b728-4832-8638-15697630eff9')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.8817869431586587e-06,1.7938865044410476e-06,1.6667732003176783e-06,1.7719274417689817e-06
Metribuzin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '171aebab-b5e0-493f-8776-43e1a694666f')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,6.240024958970025e-06,5.94854619539564e-06,5.527037164721014e-06,5.87572971654428e-06
Monopotassium phosphite,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '7294c36c-23c3-5213-a742-71ed9340e16d')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.578694193289266e-06,2.4582404130498246e-06,2.284051544100324e-06,2.428148957899497e-06
Nickel II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b4580545-243d-48d2-a3a0-2633a4f46fb1')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,-6.3245556702895556e-06,-6.0291283796849915e-06,-5.601909362523964e-06,-5.955325489914835e-06
Novaluron,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9a94962c-be98-5d0a-8327-fd6d1ce0f4f1')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.8865979945512663e-07,3.705050519114649e-07,3.4425137241375254e-07,3.659696793362774e-07
Oxamyl,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'aaa7a82f-7d09-48ed-8f08-8eb3c7eeb928')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.7978049072553404e-05,1.7138273663063304e-05,1.5923869860543316e-05,1.692848311916516e-05
Paraquat,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'e170546d-a672-4840-bd7a-1c7f8b627286')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,4.421725918746233e-07,4.215182000711376e-07,3.91649771368134e-07,4.163583727632988e-07
Pendimethalin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9cbbd44e-bc02-4586-9d58-e223db6f5e24')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,6.515965196740581e-06,6.211596946368523e-06,5.771448358494757e-06,6.135560448908268e-06
Permethrin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '5da998ca-223d-47bb-a516-2ee8c9bf6f2c')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,4.401489093197597e-07,4.19589046062688e-07,3.8985731560651876e-07,4.144528336344253e-07
Phosphorous acid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4b682e57-1ec6-52c7-b95b-0faadac57ec1')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.6606787539785728e-05,1.583106533821328e-05,1.4709289229216765e-05,1.563727640281142e-05
Propamocarb,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '22fbf3b0-06cf-53c7-b38b-64dfcdef37f8')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.9463154785626102e-06,1.8554008375239373e-06,1.723928678974854e-06,1.832688774541064e-06
Propargite,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '6b3026ac-76b1-493d-bbcc-1281ac24905e')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.459965682850452e-06,3.298346694805007e-06,3.0646285941988063e-06,3.2579714527782032e-06
Pymetrozine,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '066a904d-beba-47a4-a153-3981ca3554e0')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.1052404974852834e-07,2.0069022854959805e-07,1.8646948604829791e-07,1.982335685014391e-07
Pyraclostrobin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'c7328f5c-abaa-4786-a9ef-6706a9108382')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,7.617411483806791e-07,7.261593406870154e-07,6.747042944027273e-07,7.172703845392458e-07
Pyrimethanil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b2663551-c9e2-446c-88e1-0a87435667dc')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.4066257537924685e-06,2.2942094888393407e-06,2.1316437146080325e-06,2.2661259451906483e-06
Quintozene,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '99f78a2c-48e3-492c-aa5a-ed0c2f24a1a0')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.2560309187392704e-05,1.1973602657190377e-05,1.1125163142066169e-05,1.1827033133138139e-05
Rimsulfuron,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '8b4f0e68-38d5-4bee-b647-680d3a117560')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.0405211980923923e-07,9.91917252709621e-08,9.216308220481774e-08,9.79775139446697e-08
S-Metolachlor,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '317c9f65-0142-5fa0-99da-98a5c7d639dd')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.2914698547538137e-06,2.184432654674751e-06,2.0296455755126784e-06,2.157692895248412e-06
Spinosad,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'f7340d88-d66b-45c8-89af-251646b2c12e')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.706185568968067e-07,2.5797765195119803e-07,2.396975703248952e-07,2.548197334244884e-07
Spiromesifen,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '0b5c0609-3456-5935-93ae-5414b08eeaca')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.4407216895051533e-06,1.3734239175454275e-06,1.2761042422543431e-06,1.356611760362668e-06
Spirotetramat,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '36c72e34-2c5a-5995-aec4-44f168d866c7')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,5.448453634926409e-07,5.193950080959399e-07,4.82591110268061e-07,5.130370654356317e-07
Sulfur,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'd4049741-cef2-4edd-a3af-9728b9e3a568')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.1169817046029493e-05,2.0180950472859384e-05,1.8750945124915405e-05,1.9933914355959972e-05
Sulfuric acid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9bb73c31-c01d-4384-b567-15c1544ae581')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.0009090041276067495,0.0008665434962886078,0.0008051409456215674,0.0008559360900251879
Thiamethoxam,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9a8e2785-9175-4818-83ae-fc394e2d695a')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,4.413039391693019e-07,4.2069012313565483e-07,3.9088037127484667e-07,4.155404323628078e-07
Zinc II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '84aa799e-9d98-4d34-85e0-516d28ab1be9')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,-6.037505227141082e-05,-5.755486393842786e-05,-5.347657419965529e-05,-5.685033170565991e-05
Zoxamide,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '03b40051-311b-5e37-aad1-ea811907cc90')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,7.866552209634392e-07,7.499096482015627e-07,6.967716749011862e-07,7.407299632424097e-07
Cadmium II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '3937f5a5-b4a4-434d-9fc3-1d29064fc3f8')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.0688814416903725e-10,1.0189527566161797e-10,9.467506126575487e-11,1.0064797002734203e-10
Cadmium II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'af83b42f-a4e6-4457-be74-46a87798f82a')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.6826850074712638e-08,2.5573736963501086e-08,2.3761603254838475e-08,2.5260687452648435e-08
Chromium III,,,"('water', 'ground-')",biosphere3,"('biosphere3', '1c87de06-e58f-4684-a54c-d29f1a251a87')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,7.679638542867906e-07,7.320913768224887e-07,6.802159913966259e-07,7.23129806296413e-07
Chromium III,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'e34d3da4-a3d5-41be-84b5-458afe32c990')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.0045539056591224e-05,9.576300339934437e-06,8.897731671028541e-06,9.459076324473844e-06
Copper ion,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c3b659e5-35f1-408c-8cb5-b5f9b295c76e')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.1658146092941024e-07,1.1113580641507173e-07,1.032608157036406e-07,1.0977538693918101e-07
Copper ion,,,"('water', 'surface water')",biosphere3,"('biosphere3', '6d9550e2-e670-44c1-bad8-c0c4975ffca7')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.42264706887363e-06,3.2627712763332985e-06,3.0315740202600795e-06,3.2228315149469206e-06
Lead II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c864aa15-0abc-41ad-9889-348106e485d8')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,1.3064936910112124e-09,1.2454658636903836e-09,1.157213189558204e-09,1.2302200480331565e-09
Lead II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b3ebdcc3-c588-4997-95d2-9785b26b34e1')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,9.262810635846108e-06,8.830134066583517e-06,8.204438118552798e-06,8.72204391322609e-06
Mercury II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'e1aa92d7-9297-452e-ade0-e5e2acc52ad7')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.408954021844046e-11,3.249717847325116e-11,3.019445546363194e-11,3.209937873676126e-11
Mercury II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '66bfb434-78ab-4183-b1a7-7f87d08974fa')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.864400698854297e-07,2.7306012381833146e-07,2.5371131079311755e-07,2.697175799297831e-07
Nickel II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '9798359e-a3ee-4362-a038-23a188582c6e')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,9.22559956961777e-06,8.794661172180906e-06,8.171478803912995e-06,8.687005244461176e-06
Nitrate,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'b9291c72-4b1d-4275-8068-4c707dc3ce33')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.0029955196660012007,0.0028555954871317454,0.002653250368468734,0.002820639986818456
Nitrate,,,"('water', 'surface water')",biosphere3,"('biosphere3', '7ce56135-2ca5-4fba-ad52-d62a34bfeb35')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.00580319669097662,0.00553212267967266,0.005140121072609938,0.005464403663819792
Phosphate,,,"('water', 'ground-')",biosphere3,"('biosphere3', '329fc7d8-4011-4327-84e4-34ff76f0e42d')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.1461387404997367e-06,2.0458901244039436e-06,1.9009200535870121e-06,2.0208462716570024e-06
Phosphate,,,"('water', 'surface water')",biosphere3,"('biosphere3', '1727b41d-377e-43cd-bc01-9eaba946eccb')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.4156876154156635e-06,3.2561369069739404e-06,3.0254097567897817e-06,3.2162783572652197e-06
