from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,double_inhibitors,nitrification_inhibitors,urease_inhibitors
"market for potato seed, Swiss integrated production, for setting","potato seed, Swiss integrated production, for setting",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '213494e5e2164f2ebb1608535726a8ce')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.08518306165933609,0.08120406259231278,0.0754500103271356,0.08021003922724679
market for prosulfocarb,prosulfocarb,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'c8579246e4804299a832f358655f5ed7')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,4.223168798489496e-05,4.0258997125734e-05,3.740627810885293e-05,3.9766184543215594e-05
market for pyrethroid-compound,pyrethroid-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '3569743270c4408fbe1d06aac0508b5a')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,6.050893830433779e-07,5.768249600032201e-07,5.359516235990946e-07,5.697640141651393e-07
market for pyridine-compound,pyridine-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '48d2717cf0b3467ea56c85bc380882c0')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,5.995854735374451e-06,5.7157814445895625e-06,5.310765930358238e-06,5.645814251765019e-06
"market for sodium silicate, without water, in 48% solution state","sodium silicate, without water, in 48% solution state",RER,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'bfa7c903fb30471697f57bb931cff8c1')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,1.9022199921892025e-06,1.8133651021822712e-06,1.6848715608407462e-06,1.7911676009314524e-06
"market for solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '528b0c6b427547adae434df5d778869c')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.04796986281871796,0.04572913519420206,0.04248880674820014,0.04516936235284177
market for sowing,sowing,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '626fb2cd19764876ae67c406ef238ad5')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.730226333369501e-05,2.602694312077694e-05,2.4182695601147043e-05,2.57083458886017e-05
"market for tillage, cultivating, chiselling","tillage, cultivating, chiselling",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '91b4ea25de2d4ed7bb7ef7c871ec2d61')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.730226333369501e-05,2.602694312077694e-05,2.4182695601147043e-05,2.57083458886017e-05
"market for tillage, harrowing, by rotary harrow","tillage, harrowing, by rotary harrow",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '6c9bedc3b5d94a0e8eb8d6a09d88c388')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,5.460452666739002e-05,5.205388624155388e-05,4.8365391202294085e-05,5.14166917772034e-05
"market for tillage, ploughing","tillage, ploughing",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '95dea3b4d06b4ce5b334e5ea5aa0e3d6')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,2.730226333369501e-05,2.602694312077694e-05,2.4182695601147043e-05,2.57083458886017e-05
"market for transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'ab610a3d2f1f4b8d824bdd7c02da9b0b')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,0.002000016625970602,0.001906593542393329,0.0017714939114000018,0.0018832548267143144
market for triazine-compound,triazine-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '732053480c644978974ce87277335e03')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",technosphere,7.398234174615936e-06,7.052654122608138e-06,6.5529089234862145e-06,6.96632219832009e-06
Acetamiprid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '07848a8e-1143-5eab-aa66-dddf41a639e7')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.5217760385155543e-09,1.4506921244190224e-09,1.3478972883220145e-09,1.432934122896002e-09
Aclonifen,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '7b58789b-0164-5c36-a052-c4ed278ddb01')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.6801208175820648e-06,1.6016404362078788e-06,1.4881495284163549e-06,1.5820346681563697e-06
Alpha-cypermethrin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'ee9a1e0c-b267-5c06-b002-bd1bda6df6d9')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.2014021505066252e-12,1.1452832702637038e-12,1.0641294512901906e-12,1.1312637952039785e-12
Ametoctradin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'f6efb4ff-d91b-5ca7-841f-f22f5b59ed8b')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.6018694704023062e-10,1.527044299716212e-10,1.4188392120481011e-10,1.5083516670454859e-10
Amisulbrom,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'd85499d7-09f2-5f3d-9d92-cb8990bca39e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,4.965795330491574e-09,4.733837302661176e-09,4.398401532764902e-09,4.6758901417058126e-09
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,0.00028745681629516184,0.00027402937683046886,0.00025461188334381034,0.00027067496826286425
Azoxystrobin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0b5b83a4-ef85-4db6-a739-79f8e00d5dac')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.6015491155485506e-07,1.526738909007198e-07,1.418555461070461e-07,1.5080500146408198e-07
Benalaxyl-M,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9e5974ca-3a85-5be7-875a-0ce3f296cdd9')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,2.0984490589626148e-08,2.0004280829004908e-08,1.8586794144930156e-08,1.9759407334864545e-08
Benthiavalicarb,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '7f145d32-3ea5-5274-9938-be6a28433aa1')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,8.370628634679633e-09,7.97962691580518e-09,7.414197196350428e-09,7.881947866929975e-09
Bifenthrin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '59c9fd90-b56e-5834-96bc-83c3434b96e1')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,9.611216683635959e-11,9.162265666001868e-11,8.513035149367546e-11,9.050109871596947e-11
Boscalid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'f8f3e2b7-4b38-5bc4-99b7-cf87225cb536')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.053286524665964e-07,1.0040862961543985e-07,9.329375772063454e-08,9.917952209660677e-08
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,6.205210229381919e-05,5.91535770198467e-05,5.007038546472036e-05,5.842947485293709e-05
Carfentrazone-ethyl,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9f1f46bb-5629-4fd5-bed0-06f58800017a')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,2.3627574563533926e-08,2.2523903301748264e-08,2.0927878267080537e-08,2.2248186971312548e-08
Chlorantraniliprole,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '4ec33bdf-19dc-5e2b-8cbf-4429a833b91c')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,9.813052592733129e-09,9.354673586971525e-09,8.691809205255207e-09,9.24016251669786e-09
Chlorothalonil,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9e4fda2d-a8ce-5b65-bf26-01805e3bdf0b')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,2.672078380783205e-06,2.5472625174291755e-06,2.3667656162827325e-06,2.516081337837293e-06
Chlorpyrifos,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0822b867-9dca-4d5a-93c3-319d39b592cd')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,6.888038939223406e-08,6.56629069516054e-08,6.10100880356369e-08,6.4859123721501e-08
Clethodim,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'b52924d8-e53f-4bd4-bb9e-1902db1784b2')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,3.2037389408046124e-10,3.054088599432424e-10,2.8376784240962023e-10,3.0167033340909717e-10
Clomazone,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3b772c46-e907-5314-943d-5cebd1fd1684')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,8.169534382318488e-09,7.787926007929922e-09,7.236080055197953e-09,7.692593580337559e-09
Copper oxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '2560cef2-f8a0-5778-80ed-7ebba796e271')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.5057572966270527e-08,1.435421636441423e-08,1.3337088544083726e-08,1.4178505617957182e-08
Copper oxychloride,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'a46f2cef-b328-5d0d-848d-aa485e50eb8e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.6018694704023062e-10,1.527044299716212e-10,1.4188392120481011e-10,1.5083516670454859e-10
Cupric hydroxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'd7d7692e-3f4b-5c14-9add-4c9eff49bd1f')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,4.805608355695767e-09,4.581132846230474e-09,4.256517586975879e-09,4.52505494886607e-09
Cyazofamid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5dcb4eee-0c35-5ff5-9fb4-972129adf94d')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,8.994496880632141e-08,8.574353556370012e-08,7.966782002331391e-08,8.469394426207289e-08
Cymoxanil,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9d6fa7be-304e-5e1f-8efd-30f13ca61230')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,6.361868258863979e-07,6.064698054207797e-07,5.634958599525224e-07,5.990459754109207e-07
Cyproconazole,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '6f323211-812a-5c49-bbf5-84cdb8ba0f5e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,3.4440192919760193e-09,3.283145178242154e-09,3.0505042444428868e-09,3.242956018809811e-09
Difenoconazole,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3eca47eb-0bf4-5381-bc15-0e85d67e4bb5')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,6.428642791433958e-07,6.128353471338379e-07,5.694103446797129e-07,6.05333596180222e-07
Dimethomorph,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9c053a35-50c0-51ff-8f36-e8b8ec69febb')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.8837985749087238e-07,1.795804170551691e-07,1.6685549822043612e-07,1.7738216336240337e-07
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,7.238274702103809e-05,4.416106586602896e-05,3.590286831867257e-05,5.179932931825701e-05
Diquat,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3d1557e5-04b4-53e4-a30b-c227df0e1f14')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.0435250032969634e-06,9.947807467082587e-07,9.242914112462032e-07,9.82603581258911e-07
Dodecanol,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'ddfec8c2-a265-58e0-8880-a94446453993')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,8.009347352011531e-11,7.63522149858106e-11,7.094196060240506e-11,7.541758335227429e-11
Fenamidone,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '63b71b3f-363f-5dfe-94e7-23d733e6adc1')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,2.5237454792659264e-07,2.405858416840731e-07,2.2353812925296072e-07,2.3764081725667857e-07
Fluazifop-P-butyl,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3563bb9d-4020-4635-890b-6de95036911f')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,2.905390816820841e-09,2.7696766604583804e-09,2.5734196783178395e-09,2.7357728971947655e-09
Fluazinam,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '718aae06-8453-591a-9aba-133e521b4370')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,9.278829224967922e-07,8.845404408930336e-07,8.218626417154935e-07,8.737127330478269e-07
Fludioxonil,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'd768eeb6-a47a-5651-90ba-a27cd61f9bf0')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.5952696941212707e-08,1.5207528065979702e-08,1.412993528893951e-08,1.502137188438108e-08
Flufenacet,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '17b87359-36f1-4ad3-a019-73e40fc2efc7')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,2.3179050856469985e-07,2.2096330654404181e-07,2.0530603061532317e-07,2.182584826409603e-07
Fluopicolide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '6d8d7abc-7128-5f98-af70-19199e720215')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,1.3720011793338927e-07,1.3079134216719665e-07,1.21523576557475e-07,1.2919031820469798e-07
Flurochloridone,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '4505f26e-3802-5f18-bb1a-0007670b41ff')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '974164d842d8448192c0cea9c478d75a')",biosphere,4.3330569354793624e-08,4.130654847930756e-08,3.8379600845698515e-08,4.080091276345915e-08
