from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,electric_tractor
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '75ab5ae5a0864dd8aadeb681d8c97828')",biosphere,1.7500000337733468e-09,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '75ab5ae5a0864dd8aadeb681d8c97828')",biosphere,2.2500000795844244e-06,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '75ab5ae5a0864dd8aadeb681d8c97828')",biosphere,5.350000265025301e-07,0.0
"market group for electricity, low voltage","electricity, low voltage",USA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'ed9ae13e3ac04cd2bd728f49962ac4f8')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",technosphere,0.0,12.189765456455204
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,4.9800644774222746e-05,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,1.8189595721196383e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,2.9503965930938723,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,0.0333770252764225,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,0.0002984506718348712,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,0.00032140841358341277,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,0.006269230041652918,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,0.10260345041751862,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,8.194147994800005e-06,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,0.01474593486636877,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, ridge cultivator","tillage, ridge cultivator",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9a300ecbcb6a40ba8ae265ef6a0c2a81')",biosphere,0.0024900322314351797,0.0
"market group for electricity, low voltage","electricity, low voltage",NEU,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '25cc42adfad64929856528e258577270')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",technosphere,0.0,15.567451307197018
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,6.350000330712646e-05,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,2.320000021427404e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,4.270479996681213,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,0.012600000016391277,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,0.0003809999907389283,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,0.00041000000783242285,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,0.008559999987483025,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,0.13899999856948853,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,1.0400000064691994e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,0.012500000186264515,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, rolling","tillage, rolling",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9ec4fc8a85824839bb7a5fc1b89b0977')",biosphere,0.0031999999191612005,0.0
"market group for electricity, low voltage","electricity, low voltage",CAZ,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'd943e810db44494295c2abc2cd2f5003')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",technosphere,0.0,110.78345994388354
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,0.00045340534416027367,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,0.00016509430133737624,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,55.41680645847321,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,0.25931885838508606,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,0.0027220426127314568,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,0.002923377323895693,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,0.13690747320652008,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,1.30464768409729,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,7.457430911017582e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,0.045662667602300644,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3ed0f7002da347609f4300b02d8e1897')",biosphere,0.022871602326631546,0.0
"market group for electricity, low voltage","electricity, low voltage",SSA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'ce00bbe706da496a99709d9a54344433')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",technosphere,0.0,105.74117833804459
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,0.00043799998820759356,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,0.00016026436060201377,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,59.96853115463257,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,0.17452873289585114,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,0.002626321744173765,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,0.002827701158821583,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,0.04279310256242752,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,0.8642528653144836,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,7.20770112820901e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,0.11579310148954391,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, ploughing","tillage, ploughing",ZA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '349aa132018e4b4ea992bc1419f1b4a4')",biosphere,0.02160000056028366,0.0
"market group for electricity, low voltage","electricity, low voltage",USA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'ed9ae13e3ac04cd2bd728f49962ac4f8')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",technosphere,0.0,0.007186483670926951
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,2.930470799356044e-08,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,1.0726629362522999e-08,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,0.0017408201103098694,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,8.763766345509794e-06,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,1.761047059289922e-07,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,1.8937475942948367e-07,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,4.395706127979793e-06,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,6.662674422841519e-05,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,4.838041522958747e-09,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,6.22033894615015e-06,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '850785c8cced465183cc09684728f3ee')",biosphere,1.4790583691137726e-06,0.0
"market group for electricity, low voltage","electricity, low voltage",World,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0409dd76670243c6ab409fd5f1d0a08a')",sowing,sowing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1d66f179af694a01b115b70547617c36')",technosphere,0.0,18.700523506448256
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')",sowing,sowing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1d66f179af694a01b115b70547617c36')",biosphere,7.639999967068434e-05,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')",sowing,sowing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1d66f179af694a01b115b70547617c36')",biosphere,2.789999962260481e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')",sowing,sowing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1d66f179af694a01b115b70547617c36')",biosphere,6.605479439985007,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')",sowing,sowing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1d66f179af694a01b115b70547617c36')",biosphere,0.014299999922513962,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')",sowing,sowing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1d66f179af694a01b115b70547617c36')",biosphere,0.00045900000259280205,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')",sowing,sowing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1d66f179af694a01b115b70547617c36')",biosphere,0.000493000028654933,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')",sowing,sowing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1d66f179af694a01b115b70547617c36')",biosphere,0.012500000186264515,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')",sowing,sowing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1d66f179af694a01b115b70547617c36')",biosphere,0.17000000178813934,0.0
