from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,improve_fertilizer_placement,improve_fertilizer_rate
Copper oxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '2560cef2-f8a0-5778-80ed-7ebba796e271')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.6937862667987247e-08,1.492322702025308e-08,1.9009946877651232e-08
Copper oxychloride,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'a46f2cef-b328-5d0d-848d-aa485e50eb8e')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.8019002956393138e-10,1.5875773529861796e-10,2.022334787473977e-10
Cupric hydroxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'd7d7692e-3f4b-5c14-9add-4c9eff49bd1f')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,5.405700775895639e-09,4.762731961141532e-09,6.0670042378177765e-09
Cyazofamid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5dcb4eee-0c35-5ff5-9fb4-972129adf94d')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.0117669546616526e-07,8.914246296578437e-08,1.1355409143228424e-07
Cymoxanil,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9d6fa7be-304e-5e1f-8efd-30f13ca61230')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,7.15629596470535e-07,6.305106576832907e-07,8.031757536145174e-07
Cyproconazole,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '6f323211-812a-5c49-bbf5-84cdb8ba0f5e')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,3.8740854968466465e-09,3.4132911866490277e-09,4.348019637313857e-09
Difenoconazole,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3eca47eb-0bf4-5381-bc15-0e85d67e4bb5')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,7.231408289953833e-07,6.37128483696373e-07,8.116058686816872e-07
Dimethomorph,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9c053a35-50c0-51ff-8f36-e8b8ec69febb')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.1190346899402357e-07,1.8669909162469038e-07,2.3782656452752363e-07
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,7.421147893182933e-05,5.4792263739976195e-05,5.064038068524381e-05
Diquat,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3d1557e5-04b4-53e4-a30b-c227df0e1f14')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.173833538814506e-06,1.0342145716427367e-06,1.3174338258299731e-06
Dodecanol,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'ddfec8c2-a265-58e0-8880-a94446453993')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,9.009501478196569e-11,7.937886764930898e-11,1.0111673937369886e-10
Fenamidone,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '63b71b3f-363f-5dfe-94e7-23d733e6adc1')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.838893919943075e-07,2.5012281232978635e-07,3.186188462337907e-07
Fluazifop-P-butyl,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3563bb9d-4020-4635-890b-6de95036911f')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,3.268196602235207e-09,2.8794683720133983e-09,3.6680096545849686e-09
Fluazinam,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '718aae06-8453-591a-9aba-133e521b4370')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.0437506716698408e-06,9.196041160086703e-07,1.17143734194146e-06
Fludioxonil,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'd768eeb6-a47a-5651-90ba-a27cd61f9bf0')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.7944763897048688e-08,1.581036466700325e-08,2.014002682048113e-08
Flufenacet,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '17b87359-36f1-4ad3-a019-73e40fc2efc7')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.6073496428580256e-07,2.2972243549409916e-07,2.926318342152666e-07
Fluopicolide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '6d8d7abc-7128-5f98-af70-19199e720215')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.5433275279974623e-07,1.3597599365616408e-07,1.7321296610521463e-07
Flurochloridone,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '4505f26e-3802-5f18-bb1a-0007670b41ff')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,4.874140202559829e-08,4.294396654237735e-08,5.470415491088473e-08
Glyphosate,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'bd02a7ec-dcb5-4609-bc96-cc7a96601ce2')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,4.865130520670391e-09,4.286458608520168e-09,5.46030361466935e-09
"Herbicides, unspecified",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '1b144479-3284-4cf1-9b17-2590940e656a')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.9998299904955275e-08,1.7619647493352664e-08,2.2444781038109173e-08
Kaolin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '80e34550-8506-505d-add4-bf58e9388b37')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.1397565319603018e-07,1.8852480457800015e-07,2.401522482559261e-07
MCPB,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0e20b8fa-3f9a-41f2-b9aa-2b4e32c62264')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,3.009173354939776e-08,2.6512540572156617e-08,3.3772989393263475e-08
Maleic hydrazide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'fea6831b-cc85-58f4-8936-7c61fd4c0054')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,4.0164354686567094e-07,3.538709664014722e-07,4.5077839154396287e-07
Mancozeb,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '61c6920c-89ff-5928-9bea-012bd1fc5bec')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.2397794307617005e-05,1.0923166790851987e-05,1.3914471725720544e-05
Mandipropamid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9607fc7e-f6c3-52d5-8983-e178dbf88c85')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,6.653899617958814e-07,5.862466623752259e-07,7.467900805789915e-07
Metalaxyl-M,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'e9637f64-0187-5362-99d2-3e0d2ccebf56')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,5.857995688529627e-08,5.1612296815239004e-08,6.574630402390154e-08
Metaldehyde,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '4dc6a686-c08f-5570-a99b-35fc9fae2c30')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,4.6142494625200925e-07,4.0654180286520637e-07,5.178731158832876e-07
Metribuzin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'a1201fc1-a799-4832-940b-a0b247f2cf42')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,8.243693514486949e-07,7.263166092058986e-07,9.252181273273792e-07
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,0.00012179859186289832,0.00010731153468096768,0.00013669875629954918
Novaluron,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '59fd481c-471d-58af-9361-a92b57073885')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.4325652603351955e-09,2.143229304260084e-09,2.730151807334675e-09
Pencycuron,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'e4ddfc9a-9761-5606-a391-8e7fb4bae762')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.3703996987478604e-07,2.0884578843593484e-07,2.660381255609271e-07
Pendimethalin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'e4e17609-7a80-455d-a4e3-88af8695f987')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,9.730261041340782e-09,8.572917217040336e-09,1.09206072293387e-08
Propamocarb,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '328fee4e-5999-503f-b601-f69a0d637e8d')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,3.0312467060866766e-06,2.670701943688702e-06,3.4020726218705683e-06
Propaquizafop,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '2dfd62fe-ec2e-51c2-8d1d-024701ecba9b')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,9.009501478196569e-11,7.937886764930898e-11,1.0111673937369886e-10
Prosulfocarb,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'a84148b4-4ca4-50bf-b4d4-32de99ee1a56')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,4.75052956971922e-06,4.1854886076821316e-06,5.331683018764556e-06
Prothioconazole,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9253e661-e076-4a84-9ea0-192ee3aea47c')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.331243892899181e-09,1.1729021082812168e-09,1.4941008898980707e-09
Pymetrozine,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'fb8c01dd-00f5-52fb-8bce-73385c4f8c96')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,7.838266036230834e-09,6.905961265401616e-09,8.797156045152452e-09
Pyraclostrobin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '99c0e2e2-6433-44f9-84f8-8cfa35c9099e')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,3.012143068303885e-08,2.6538705447611324e-08,3.380631950958345e-08
Pyraflufen-ethyl,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5b1187fe-ac55-5dcf-831e-484f277962e2')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,4.7750355752773643e-11,4.2070798020064886e-11,5.3591869531732486e-11
Quizalofop-P,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9bb4d213-9c09-5f63-b0bd-c64dac2574d3')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,9.91045134846047e-10,8.731675196881471e-10,1.1122841019596486e-09
Spinosad,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '03e48413-9ebd-56b6-b203-5faf7a37f1b6')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,6.795542617510364e-08,5.987262218070805e-08,7.626871624590756e-08
Spirotetramat,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'e5e6f6b7-659f-5059-931c-234d3f232036')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,3.783990454309105e-09,3.3339122945454673e-09,4.246902866789119e-09
Teflubenzuron,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9d791191-59b1-57ad-a739-65a101e684f1')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,9.189691368982622e-11,8.096644377958257e-11,1.031390726036209e-10
Thiacloprid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'c5564a8b-8793-5eba-91a3-35bc57db5c7d')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.5226603028727368e-09,2.222608196363645e-09,2.8312685778594127e-09
Zoxamide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '04d176d3-1aa9-5b93-aa2c-cb810c85d762')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.0361472508056977e-08,1.793962335511628e-08,2.285238216392478e-08
Acetamiprid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '910b7532-d541-45a5-a535-03f54997726e')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.539974903153052e-08,1.3568060820731734e-08,1.7283668946723366e-08
Acetamiprid,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '87d27297-7fe7-56cb-b6e3-b5cccccabbde')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,6.281046863176876e-12,5.533961993988437e-12,7.049435312207492e-12
Aclonifen,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'dc64ecac-a65f-4d9a-9de6-557f1135659f')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.7000373190967366e-05,1.4978302370896358e-05,1.908010459143363e-05
Aclonifen,,,"('soil', 'forestry')",biosphere3,"('biosphere3', 'e658c385-2df5-575e-aa56-773c85bc6821')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,8.636478199264275e-09,7.609231893624912e-09,9.693017058657996e-09
Alpha-cypermethrin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'ce2ceed1-2503-4566-8175-f4456dbac42b')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.2157696724357514e-11,1.0711627069918514e-11,1.3645001935305852e-11
Alpha-cypermethrin,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '915a694a-7606-5aaa-9d1b-72297d842352')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,4.9587214556398064e-15,4.368917582061503e-15,5.565343945723688e-15
Ametoctradin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'f1f81e82-ad22-5510-9fa5-aa1c0d1b3c80')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.6210262021587596e-09,1.4282169182015503e-09,1.8193335602230748e-09
Ametoctradin,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '91e5ccbf-d8c5-5538-92db-17175e0619cc')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,6.611628562344651e-13,5.82522340294683e-13,7.42045854359669e-13
Amisulbrom,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '8c799c70-11a8-58f0-8281-8d6e99f52042')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,5.025181337714457e-08,4.4274725442418126e-08,5.639934161295687e-08
Amisulbrom,,,"('soil', 'forestry')",biosphere3,"('biosphere3', 'a71aa806-a447-52db-a45b-4094cb308f77')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.0496047567486464e-11,1.8058191689415387e-11,2.300342038999603e-11
Azoxystrobin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'e69b028e-e549-4869-ae4a-b85ef8bcb7a9')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.620702050786349e-06,1.4279313222787215e-06,1.8189697539689662e-06
Azoxystrobin,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '310a744b-7a1a-5b7a-a68b-7e85de9d8a20')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,6.610306191312532e-10,5.824058318337032e-10,7.418974401024166e-10
Benalaxyl-M,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '7f029e44-eb18-52e0-849d-9a90aaa26972')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.123544362575558e-07,1.8709641961018131e-07,2.3833270062576406e-07
Benalaxyl-M,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '8730e870-9c53-5357-a18d-8d0d9f38a5ec')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,8.661233535933732e-11,7.631042762937209e-11,9.720800825963785e-11
Benthiavalicarb,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '40018f22-3bae-5e4e-a987-41b1a85ee1eb')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,8.470733092735827e-08,7.463200962762843e-08,9.506995614742791e-08
Benthiavalicarb,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '41fca7d2-1e0e-58ae-99df-2aaa94536cba')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,3.4549311328513355e-11,3.0439921875342163e-11,3.877588252358401e-11
Bifenthrin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'f2efe6b2-21ae-4ed0-aacf-2a6d41d8e801')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,9.726157657041767e-10,8.569301900477328e-10,1.091600185975507e-09
Bifenthrin,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '26596915-25f4-5b8a-8673-af6daead169d')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,3.9669770289865736e-13,3.495133946243677e-13,4.452275004474269e-13
Boscalid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'ff32cb2a-4d63-435e-8787-58436bd36a83')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,1.0658827704901341e-06,9.391037625463737e-07,1.1962769590237195e-06
Boscalid,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '99d5fe76-578f-5bfe-99fe-b65ca6669362')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,4.3473824540285477e-10,3.830292911038368e-10,4.879217120121827e-10
Cadmium II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'e429b852-e421-4fcb-8a9b-b0241863bfb2')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,6.587688972103933e-08,5.804131252955007e-08,7.393590316614964e-08
Carfentrazone-ethyl,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '91d68678-7ed7-417a-86a7-a486c7b8a973')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.391013822489185e-07,2.106620107919987e-07,2.683517196957559e-07
Carfentrazone-ethyl,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '39849605-129d-5fa1-a0ac-88e88d743661')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,9.752151863828828e-11,8.592204285311743e-11,1.0945176053679942e-10
Chlorantraniliprole,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '6aaca508-da74-55ec-9b6b-38f5ea5f1d14')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,9.930406719149687e-08,8.749257021277258e-08,1.1145237619696618e-07
Chlorantraniliprole,,,"('soil', 'forestry')",biosphere3,"('biosphere3', 'f0fece60-5d43-53c5-8ef7-86e6d4745759')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,4.050283719525538e-11,3.568531911476245e-11,4.5457729736538024e-11
Chlorothalonil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '06b8a67f-5044-4060-be71-04e1dfc31e24')","potato production, conventional, mountain region",potato,CH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '31a4b85d88ea455d9a58d148f146c617')",biosphere,2.7040337954531424e-05,2.3824086303551915e-05,3.034830297927208e-05
